Datetime,Open,High,Low,Close,Adj Close,Volume
2023-11-06 09:15:00+05:30,1463.5999755859375,1463.5999755859375,1458.0,1459.300048828125,1459.300048828125,0
2023-11-06 09:16:00+05:30,1458.550048828125,1459.199951171875,1456.75,1459.1500244140625,1459.1500244140625,7684
2023-11-06 09:17:00+05:30,1458.1500244140625,1460.0,1458.0999755859375,1459.4000244140625,1459.4000244140625,6943
2023-11-06 09:18:00+05:30,1459.300048828125,1461.699951171875,1459.300048828125,1460.5,1460.5,10881
2023-11-06 09:19:00+05:30,1461.0,1461.8499755859375,1460.3499755859375,1461.0,1461.0,10774
2023-11-06 09:20:00+05:30,1460.5999755859375,1462.199951171875,1460.5999755859375,1461.199951171875,1461.199951171875,6784
2023-11-06 09:21:00+05:30,1461.449951171875,1462.949951171875,1461.0,1462.949951171875,1462.949951171875,7343
2023-11-06 09:22:00+05:30,1462.0,1462.9000244140625,1462.0,1462.449951171875,1462.449951171875,3664
2023-11-06 09:23:00+05:30,1462.75,1463.300048828125,1462.3499755859375,1462.3499755859375,1462.3499755859375,7925
2023-11-06 09:24:00+05:30,1462.300048828125,1462.75,1461.550048828125,1461.949951171875,1461.949951171875,5596
2023-11-06 09:25:00+05:30,1461.949951171875,1462.6500244140625,1461.5,1462.0,1462.0,4435
2023-11-06 09:26:00+05:30,1462.550048828125,1462.550048828125,1461.050048828125,1462.0,1462.0,3936
2023-11-06 09:27:00+05:30,1461.4000244140625,1462.449951171875,1461.25,1462.3499755859375,1462.3499755859375,2966
2023-11-06 09:28:00+05:30,1462.449951171875,1462.449951171875,1461.550048828125,1461.800048828125,1461.800048828125,3413
2023-11-06 09:29:00+05:30,1462.199951171875,1463.5,1461.5999755859375,1463.0,1463.0,5004
2023-11-06 09:30:00+05:30,1463.050048828125,1463.5,1462.1500244140625,1462.75,1462.75,4140
2023-11-06 09:31:00+05:30,1463.3499755859375,1463.5,1462.0,1462.050048828125,1462.050048828125,5364
2023-11-06 09:32:00+05:30,1462.25,1463.3499755859375,1462.25,1463.3499755859375,1463.3499755859375,1575
2023-11-06 09:33:00+05:30,1463.300048828125,1463.6500244140625,1462.0999755859375,1462.699951171875,1462.699951171875,5310
2023-11-06 09:34:00+05:30,1462.699951171875,1463.4000244140625,1461.199951171875,1461.5,1461.5,4474
2023-11-06 09:35:00+05:30,1461.5,1462.75,1461.199951171875,1461.199951171875,1461.199951171875,3827
2023-11-06 09:36:00+05:30,1461.449951171875,1462.5,1461.449951171875,1462.4000244140625,1462.4000244140625,2550
