Datetime,Open,High,Low,Close,Adj Close,Volume
2023-11-06 09:15:00+05:30,1338.0,1338.0,1331.449951171875,1335.0999755859375,1335.0999755859375,0
2023-11-06 09:16:00+05:30,1336.3499755859375,1337.5,1334.0,1336.5,1336.5,3163
2023-11-06 09:17:00+05:30,1337.5,1339.6500244140625,1336.9000244140625,1339.449951171875,1339.449951171875,3189
2023-11-06 09:18:00+05:30,1339.050048828125,1340.0,1338.050048828125,1338.75,1338.75,2198
2023-11-06 09:19:00+05:30,1339.1500244140625,1339.1500244140625,1337.050048828125,1339.0,1339.0,2117
2023-11-06 09:20:00+05:30,1339.050048828125,1339.949951171875,1337.9000244140625,1339.5999755859375,1339.5999755859375,2191
2023-11-06 09:21:00+05:30,1339.8499755859375,1339.9000244140625,1338.8499755859375,1339.449951171875,1339.449951171875,10620
2023-11-06 09:22:00+05:30,1339.3499755859375,1339.4000244140625,1337.75,1338.800048828125,1338.800048828125,789
2023-11-06 09:23:00+05:30,1338.9000244140625,1338.9000244140625,1336.1500244140625,1337.0,1337.0,2979
2023-11-06 09:24:00+05:30,1337.8499755859375,1337.8499755859375,1336.25,1336.75,1336.75,838
2023-11-06 09:25:00+05:30,1336.75,1336.75,1336.25,1336.75,1336.75,543
2023-11-06 09:26:00+05:30,1336.75,1336.75,1335.0,1335.699951171875,1335.699951171875,1676
2023-11-06 09:27:00+05:30,1335.949951171875,1337.0,1335.5,1337.0,1337.0,2054
2023-11-06 09:28:00+05:30,1337.0,1337.3499755859375,1336.449951171875,1337.25,1337.25,548
2023-11-06 09:29:00+05:30,1337.1500244140625,1337.199951171875,1335.5,1335.5,1335.5,676
2023-11-06 09:30:00+05:30,1335.5,1336.949951171875,1335.5,1336.949951171875,1336.949951171875,512
2023-11-06 09:31:00+05:30,1336.949951171875,1336.949951171875,1336.449951171875,1336.8499755859375,1336.8499755859375,321
2023-11-06 09:32:00+05:30,1336.8499755859375,1337.0,1336.75,1337.0,1337.0,344
2023-11-06 09:33:00+05:30,1336.8499755859375,1337.0,1336.3499755859375,1336.449951171875,1336.449951171875,1128
2023-11-06 09:34:00+05:30,1335.75,1336.0,1335.050048828125,1336.0,1336.0,988
2023-11-06 09:35:00+05:30,1336.0,1336.3499755859375,1335.550048828125,1336.3499755859375,1336.3499755859375,396
2023-11-06 09:36:00+05:30,1336.300048828125,1336.449951171875,1335.6500244140625,1336.449951171875,1336.449951171875,499
2023-11-06 09:37:00+05:30,1336.449951171875,1336.449951171875,1336.449951171875,1336.449951171875,1336.449951171875,126
2023-11-06 09:38:00+05:30,1336.449951171875,1336.449951171875,1335.699951171875,1335.699951171875,1335.699951171875,636
2023-11-06 09:39:00+05:30,1335.5999755859375,1335.5999755859375,1333.300048828125,1334.199951171875,1334.199951171875,1663
2023-11-06 09:40:00+05:30,1334.199951171875,1334.75,1333.6500244140625,1334.0999755859375,1334.0999755859375,732
2023-11-06 09:41:00+05:30,1333.5999755859375,1333.699951171875,1332.550048828125,1333.050048828125,1333.050048828125,1038
2023-11-06 09:42:00+05:30,1333.6500244140625,1333.6500244140625,1332.699951171875,1333.25,1333.25,225
2023-11-06 09:43:00+05:30,1333.25,1333.3499755859375,1332.550048828125,1332.6500244140625,1332.6500244140625,775
2023-11-06 09:44:00+05:30,1332.699951171875,1333.3499755859375,1332.699951171875,1333.3499755859375,1333.3499755859375,348
2023-11-06 09:45:00+05:30,1333.3499755859375,1334.449951171875,1332.949951171875,1333.5,1333.5,599
2023-11-06 09:46:00+05:30,1334.1500244140625,1334.75,1334.0,1334.75,1334.75,170
2023-11-06 09:47:00+05:30,1334.199951171875,1334.75,1333.8499755859375,1334.5,1334.5,368
2023-11-06 09:48:00+05:30,1334.5999755859375,1334.5999755859375,1334.0,1334.5999755859375,1334.5999755859375,96
2023-11-06 09:49:00+05:30,1334.0,1334.5999755859375,1333.949951171875,1334.449951171875,1334.449951171875,232
2023-11-06 09:50:00+05:30,1334.449951171875,1334.75,1333.949951171875,1334.550048828125,1334.550048828125,747
2023-11-06 09:51:00+05:30,1334.1500244140625,1334.5999755859375,1333.6500244140625,1333.6500244140625,1333.6500244140625,510
2023-11-06 09:52:00+05:30,1334.0,1334.75,1334.0,1334.75,1334.75,338
2023-11-06 09:53:00+05:30,1334.0999755859375,1335.0,1334.0999755859375,1335.0,1335.0,319
2023-11-06 09:54:00+05:30,1335.0,1335.0,1333.6500244140625,1333.6500244140625,1333.6500244140625,371
2023-11-06 09:55:00+05:30,1333.75,1334.3499755859375,1333.75,1334.3499755859375,1334.3499755859375,94
2023-11-06 09:56:00+05:30,1334.3499755859375,1334.5999755859375,1332.8499755859375,1332.8499755859375,1332.8499755859375,1477
2023-11-06 09:57:00+05:30,1333.550048828125,1333.550048828125,1332.6500244140625,1332.6500244140625,1332.6500244140625,313
2023-11-06 09:58:00+05:30,1333.4000244140625,1333.550048828125,1332.800048828125,1332.8499755859375,1332.8499755859375,288
2023-11-06 09:59:00+05:30,1332.8499755859375,1333.949951171875,1332.8499755859375,1333.949951171875,1333.949951171875,1987
2023-11-06 10:00:00+05:30,1333.949951171875,1334.199951171875,1333.5999755859375,1334.199951171875,1334.199951171875,174
2023-11-06 10:01:00+05:30,1333.75,1334.6500244140625,1333.75,1334.5999755859375,1334.5999755859375,207
2023-11-06 10:02:00+05:30,1334.5999755859375,1334.9000244140625,1334.0,1334.699951171875,1334.699951171875,360
2023-11-06 10:03:00+05:30,1333.800048828125,1333.800048828125,1333.0,1333.75,1333.75,616
2023-11-06 10:04:00+05:30,1333.75,1333.75,1333.0999755859375,1333.0999755859375,1333.0999755859375,59
2023-11-06 10:05:00+05:30,1333.75,1333.75,1333.199951171875,1333.75,1333.75,88
2023-11-06 10:06:00+05:30,1333.75,1333.75,1333.5,1333.75,1333.75,107
2023-11-06 10:07:00+05:30,1333.5,1333.75,1333.5,1333.5,1333.5,412
2023-11-06 10:08:00+05:30,1333.5,1333.75,1333.5,1333.75,1333.75,63
2023-11-06 10:09:00+05:30,1333.6500244140625,1334.75,1333.6500244140625,1334.75,1334.75,640
2023-11-06 10:10:00+05:30,1334.25,1335.0,1334.25,1334.5999755859375,1334.5999755859375,154
2023-11-06 10:11:00+05:30,1334.699951171875,1335.0999755859375,1334.699951171875,1335.050048828125,1335.050048828125,163
2023-11-06 10:12:00+05:30,1335.449951171875,1336.3499755859375,1335.449951171875,1336.300048828125,1336.300048828125,954
2023-11-06 10:13:00+05:30,1335.9000244140625,1336.300048828125,1335.1500244140625,1335.1500244140625,1335.1500244140625,266
2023-11-06 10:14:00+05:30,1335.1500244140625,1336.5,1335.1500244140625,1336.5,1336.5,511
2023-11-06 10:15:00+05:30,1336.5,1337.050048828125,1335.9000244140625,1337.050048828125,1337.050048828125,987
2023-11-06 10:16:00+05:30,1337.4000244140625,1337.8499755859375,1337.0999755859375,1337.8499755859375,1337.8499755859375,281
2023-11-06 10:17:00+05:30,1337.199951171875,1337.300048828125,1336.4000244140625,1337.300048828125,1337.300048828125,2343
2023-11-06 10:18:00+05:30,1336.8499755859375,1337.300048828125,1336.449951171875,1337.300048828125,1337.300048828125,290
2023-11-06 10:19:00+05:30,1336.8499755859375,1337.300048828125,1336.3499755859375,1337.300048828125,1337.300048828125,201
2023-11-06 10:20:00+05:30,1336.800048828125,1337.300048828125,1336.800048828125,1337.300048828125,1337.300048828125,379
