Date,Open,High,Low,Close,Adj Close,Volume
2014-07-01,995.0499877929688,1008.9000244140625,986.25,989.25,952.37890625,77442
2014-07-02,996.0,1039.25,992.0499877929688,1029.300048828125,990.9362182617188,281454
2014-07-03,1036.050048828125,1051.5999755859375,1018.7000122070312,1030.050048828125,991.6583251953125,221750
2014-07-04,1034.0,1069.9000244140625,1034.0,1061.050048828125,1021.5028076171875,262819
2014-07-07,1056.0,1065.0,1045.0,1059.050048828125,1019.5774536132812,146714
2014-07-08,1052.0999755859375,1063.949951171875,1030.550048828125,1039.699951171875,1000.9485473632812,161675
2014-07-09,1030.0,1048.0,1010.2000122070312,1015.6500244140625,977.794921875,147523
2014-07-10,1010.1500244140625,1049.9000244140625,1007.0499877929688,1033.0,994.4982299804688,364675
2014-07-11,1048.0,1048.0,1024.0,1030.550048828125,992.1395874023438,240654
2014-07-14,1032.0,1048.0,1002.5999755859375,1017.5999755859375,979.6723022460938,234767
2014-07-15,1025.0,1036.949951171875,1010.5,1032.6500244140625,994.161376953125,67380
2014-07-16,1032.0,1062.4000244140625,1026.0,1054.949951171875,1015.6301879882812,156474
2014-07-17,1047.4000244140625,1104.0,1047.4000244140625,1100.5,1059.4822998046875,254337
2014-07-18,1109.9000244140625,1118.0,1073.0,1086.800048828125,1046.2930908203125,187577
2014-07-21,1091.9000244140625,1095.9000244140625,1074.0,1078.800048828125,1038.5914306640625,78911
2014-07-22,1080.0,1129.300048828125,1076.1500244140625,1123.0999755859375,1081.240234375,165416
2014-07-23,1117.0,1121.0,1082.0999755859375,1093.0999755859375,1052.3582763671875,118517
2014-07-24,1095.9000244140625,1105.9000244140625,1079.0,1083.050048828125,1042.6827392578125,49532
2014-07-25,1081.0,1093.6500244140625,1025.0,1029.699951171875,991.3212280273438,140637
2014-07-28,1035.0,1044.949951171875,1018.6500244140625,1022.0999755859375,984.0045166015625,85876
2014-07-30,1013.3499755859375,1025.0,1001.7999877929688,1020.0,981.9827880859375,88188
2014-07-31,1016.0,1029.949951171875,1006.0999755859375,1013.2000122070312,975.436279296875,169040
2014-08-01,1005.0,1012.5999755859375,995.5,999.0499877929688,961.8135986328125,56400
2014-08-04,1000.75,1008.4500122070312,971.0,978.1500244140625,941.6925659179688,202598
2014-08-05,980.9500122070312,983.7999877929688,970.2000122070312,975.2000122070312,938.8525390625,208694
2014-08-06,973.25,988.0,960.0999755859375,962.75,926.8665161132812,284383
2014-08-07,965.0499877929688,994.4000244140625,965.0499877929688,987.8499755859375,951.0311279296875,238467
2014-08-08,989.8499755859375,1019.2000122070312,975.0,1014.9500122070312,977.1210327148438,461800
2014-08-11,1022.0499877929688,1042.0,1017.0,1036.5,997.867919921875,184112
2014-08-12,1047.0,1089.800048828125,1028.0,1076.699951171875,1036.5694580078125,517894
2014-08-13,1084.0,1149.8499755859375,1074.5,1132.3499755859375,1095.9984130859375,631579
2014-08-14,1145.0,1145.0,1100.0,1129.550048828125,1093.2884521484375,352021
2014-08-18,1133.449951171875,1139.0,1115.5,1119.9000244140625,1083.9478759765625,194819
2014-08-19,1122.0,1204.300048828125,1114.4000244140625,1172.550048828125,1134.907958984375,295021
2014-08-20,1187.0,1198.5,1169.1500244140625,1174.300048828125,1136.6015625,368596
2014-08-21,1163.050048828125,1175.0,1140.0,1159.0999755859375,1121.8897705078125,208789
2014-08-22,1161.0999755859375,1170.800048828125,1123.1500244140625,1131.4000244140625,1095.0789794921875,156652
2014-08-25,1137.949951171875,1168.0,1135.0,1159.0,1121.7928466796875,264138
2014-08-26,1166.0,1200.0,1146.5999755859375,1199.050048828125,1160.5570068359375,300413
2014-08-27,1209.9000244140625,1224.050048828125,1182.0,1189.5999755859375,1151.41064453125,326296
2014-08-28,1198.800048828125,1200.0,1157.699951171875,1173.199951171875,1135.5369873046875,222420
2014-09-01,1174.5,1199.4000244140625,1174.5,1190.1500244140625,1151.9429931640625,119614
2014-09-02,1200.0,1205.3499755859375,1170.0999755859375,1178.75,1140.90869140625,112638
2014-09-03,1189.699951171875,1204.0,1178.0,1183.800048828125,1145.7967529296875,149665
2014-09-04,1189.9000244140625,1194.449951171875,1158.949951171875,1172.25,1134.6175537109375,71650
