Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,1230.0,1247.6500244140625,1222.0,1240.050048828125,1237.144775390625,703923
2023-01-03,1244.699951171875,1275.0,1226.4000244140625,1268.4000244140625,1265.4283447265625,1871263
2023-01-04,1268.3499755859375,1282.300048828125,1253.050048828125,1259.050048828125,1256.1002197265625,1073081
2023-01-05,1260.6500244140625,1274.550048828125,1255.050048828125,1267.6500244140625,1264.6800537109375,878852
2023-01-06,1270.949951171875,1287.3499755859375,1266.5,1269.050048828125,1266.0767822265625,1675874
2023-01-09,1275.4000244140625,1313.9000244140625,1271.1500244140625,1306.3499755859375,1303.289306640625,1432882
2023-01-10,1306.3499755859375,1313.6500244140625,1297.9000244140625,1302.5999755859375,1299.548095703125,1000059
2023-01-11,1309.1500244140625,1309.1500244140625,1287.3499755859375,1291.300048828125,1288.274658203125,652049
2023-01-12,1291.300048828125,1320.0,1291.300048828125,1315.699951171875,1312.617431640625,1377949
2023-01-13,1319.0,1326.0,1306.0,1312.949951171875,1309.8739013671875,1214977
2023-01-16,1319.550048828125,1322.75,1295.0,1300.9000244140625,1297.8521728515625,600742
2023-01-17,1304.699951171875,1310.4000244140625,1294.5,1298.449951171875,1295.4078369140625,895667
2023-01-18,1309.0,1322.0,1302.1500244140625,1310.6500244140625,1307.579345703125,1078873
2023-01-19,1313.0,1330.0,1303.5999755859375,1323.0999755859375,1320.0001220703125,1189082
2023-01-20,1324.050048828125,1325.949951171875,1292.3499755859375,1296.0999755859375,1293.0633544921875,966855
2023-01-23,1285.0,1318.1500244140625,1280.0,1295.4000244140625,1292.3651123046875,1367408
2023-01-24,1296.0,1301.0,1270.199951171875,1273.25,1270.2669677734375,657428
2023-01-25,1273.199951171875,1278.800048828125,1250.050048828125,1257.449951171875,1254.50390625,599832
2023-01-27,1263.699951171875,1291.5,1230.0,1250.25,1247.32080078125,1164597
2023-01-30,1222.0,1244.449951171875,1215.5999755859375,1233.449951171875,1230.5601806640625,1694822
