Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,769.9000244140625,771.0,758.0999755859375,762.2999877929688,754.0023803710938,1061086
2023-01-03,765.0,767.9000244140625,759.0999755859375,767.1500244140625,758.7996215820312,785495
2023-01-04,767.5,767.5,759.4000244140625,762.25,753.9529418945312,1004383
2023-01-05,762.0,781.0,760.0999755859375,763.8499755859375,755.5355224609375,3198519
2023-01-06,763.7999877929688,770.8499755859375,759.0499877929688,761.3499755859375,753.062744140625,603050
2023-01-09,765.2000122070312,768.7999877929688,761.0999755859375,766.9500122070312,758.601806640625,729173
2023-01-10,766.9500122070312,772.7999877929688,764.5499877929688,769.25,760.8767700195312,873061
2023-01-11,772.0,772.75,755.5,759.2999877929688,751.0350341796875,688374
2023-01-12,760.0,763.8499755859375,752.0,754.25,746.0400390625,763021
2023-01-13,755.0999755859375,757.5999755859375,750.0,752.9000244140625,744.7047729492188,1067599
2023-01-16,752.0999755859375,755.0,745.0999755859375,747.25,739.1162109375,838829
2023-01-17,744.0,752.7999877929688,741.5999755859375,750.0499877929688,741.8857421875,1427736
2023-01-18,750.0,752.7000122070312,746.5499877929688,750.5,742.3308715820312,747592
2023-01-19,750.2000122070312,752.75,737.5999755859375,738.5,730.4614868164062,1140422
2023-01-20,738.0,742.9000244140625,736.0,738.4500122070312,730.4120483398438,878832
2023-01-23,739.1500244140625,743.9000244140625,734.0,742.4500122070312,734.3684692382812,682160
2023-01-24,743.8499755859375,749.5,740.0,740.9000244140625,732.8353881835938,653737
2023-01-25,740.3499755859375,742.5,731.2000122070312,740.0499877929688,731.9945678710938,868627
2023-01-27,740.0499877929688,745.9000244140625,725.7000122070312,735.25,727.246826171875,772860
2023-01-30,736.0,740.3499755859375,727.5499877929688,735.6500244140625,727.6425170898438,1295677
