Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,2550.0,2579.0,2548.199951171875,2575.89990234375,2566.832763671875,2453414
2023-01-03,2565.050048828125,2573.0,2547.800048828125,2557.050048828125,2548.04931640625,3534596
2023-01-04,2557.0,2561.050048828125,2514.0,2518.550048828125,2509.684814453125,4275746
2023-01-05,2523.5,2536.39990234375,2504.0,2514.050048828125,2505.20068359375,6293519
2023-01-06,2526.64990234375,2547.949951171875,2518.300048828125,2536.89990234375,2527.969970703125,2930338
2023-01-09,2545.300048828125,2602.0,2543.35009765625,2596.800048828125,2587.6591796875,4948549
2023-01-10,2606.0,2606.0,2546.0,2558.39990234375,2549.394287109375,3713755
2023-01-11,2552.5,2558.0,2521.10009765625,2526.14990234375,2517.2578125,5311657
2023-01-12,2524.85009765625,2532.5,2465.0,2471.60009765625,2462.900146484375,8163366
2023-01-13,2458.39990234375,2472.89990234375,2434.60009765625,2467.60009765625,2458.9140625,9515473
2023-01-16,2472.699951171875,2479.64990234375,2427.0,2444.10009765625,2435.496826171875,6287407
2023-01-17,2458.0,2483.0,2450.60009765625,2478.800048828125,2470.07470703125,4961585
2023-01-18,2473.5,2491.10009765625,2460.35009765625,2474.699951171875,2465.989013671875,6206382
2023-01-19,2472.89990234375,2481.14990234375,2456.64990234375,2472.050048828125,2463.348388671875,5510333
2023-01-20,2475.0,2475.0,2437.25,2442.64990234375,2434.0517578125,6890325
2023-01-23,2449.0,2466.199951171875,2425.0,2430.300048828125,2421.745361328125,5055324
2023-01-24,2440.0,2443.64990234375,2387.35009765625,2415.949951171875,2407.44580078125,7609558
2023-01-25,2412.449951171875,2414.699951171875,2380.0,2382.550048828125,2374.163330078125,5715684
2023-01-27,2384.39990234375,2387.35009765625,2311.64990234375,2337.35009765625,2329.12255859375,11920991
2023-01-30,2331.699951171875,2371.89990234375,2301.0,2359.75,2351.443603515625,10047822
